recording_id	source	split	condition	segment_index	start	end	duration_s	success	text	action_family	object_name	external_rgb_samples	force_samples	proprioception_samples	excluded_official_issue	matched_usable	target_action
2025-01-10-15-28-50	v2_anchor	train_split1.txt	hand camera missing at beginning	18	1736519561.3612905	1736519592.3779085	31.016618013381958	True	Insert small gear.	insert	small gear	931	31016	18150	False	True	True
2025-01-10-15-28-50	v2_anchor	train_split1.txt	hand camera missing at beginning	19	1736519592.394661	1736519594.7112484	2.316587448120117	True	No action.	no_action		70	2318	1239	False	True	False
2025-01-11-11-35-53	v4_new	train_split1.txt	no documented issue	0	1736591753.7559986	1736591757.9726353	4.216636657714844	True	No action.	no_action		126	4216	2428	False	True	False
2025-01-11-11-35-53	v4_new	train_split1.txt	no documented issue	1	1736591757.989583	1736591772.4727197	14.483136653900146	True	Pick Ethernet.	pick	Ethernet	434	14484	8480	False	True	True
2025-01-11-11-35-53	v4_new	train_split1.txt	no documented issue	2	1736591772.4896069	1736591776.9392822	4.4496753215789795	True	Place Ethernet.	place	Ethernet	133	4449	2504	False	True	True
2025-01-11-11-35-53	v4_new	train_split1.txt	no documented issue	3	1736591776.9560266	1736591782.906076	5.95004940032959	True	Pick D-SUB.	pick	D-SUB	178	5951	3397	False	True	True
2025-01-11-11-35-53	v4_new	train_split1.txt	no documented issue	4	1736591782.9226787	1736591798.889522	15.966843366622925	True	Insert D-SUB.	insert	D-SUB	479	15970	9162	False	True	True
2025-01-11-11-35-53	v4_new	train_split1.txt	no documented issue	5	1736591798.9060707	1736591808.090373	9.18430233001709	True	Pick waterproof.	pick	waterproof	276	9185	5276	False	True	True
2025-01-11-11-35-53	v4_new	train_split1.txt	no documented issue	6	1736591808.106017	1736591826.656005	18.54998779296875	True	Insert waterproof.	insert	waterproof	557	18551	10777	False	True	True
2025-01-11-11-35-53	v4_new	train_split1.txt	no documented issue	7	1736591826.672649	1736591836.5393562	9.86670732498169	True	Pick round peg 1.	pick	round peg 1	296	9866	5675	False	True	True
2025-01-11-11-35-53	v4_new	train_split1.txt	no documented issue	8	1736591836.5560818	1736591851.372671	14.816589117050171	True	Insert round peg 1.	insert	round peg 1	444	14819	8618	False	True	True
2025-01-11-11-35-53	v4_new	train_split1.txt	no documented issue	9	1736591851.389412	1736591858.4226656	7.0332536697387695	True	Pick round peg 2.	pick	round peg 2	211	7035	4032	False	True	True
2025-01-11-11-35-53	v4_new	train_split1.txt	no documented issue	10	1736591858.4392724	1736591866.8077672	8.368494749069214	True	Insert round peg 2.	insert	round peg 2	251	8367	4435	False	True	True
2025-01-11-11-35-53	v4_new	train_split1.txt	no documented issue	11	1736591866.8226616	1736591874.3893554	7.5666937828063965	True	Pick round peg 3.	pick	round peg 3	227	7566	4303	False	True	True
2025-01-11-11-35-53	v4_new	train_split1.txt	no documented issue	12	1736591874.4061098	1736591882.9059684	8.499858617782593	False	Insert round peg 3.	insert	round peg 3	255	8499	4925	False	True	True
2025-01-11-11-35-53	v4_new	train_split1.txt	no documented issue	13	1736591882.9226823	1736591888.8726473	5.949965000152588	True	Place round peg 3.	place	round peg 3	178	5950	3413	False	True	True
2025-01-11-11-35-53	v4_new	train_split1.txt	no documented issue	14	1736591888.8895838	1736591902.3059678	13.416383981704712	True	Pick square peg 4.	pick	square peg 4	402	13417	7747	False	True	True
2025-01-11-11-35-53	v4_new	train_split1.txt	no documented issue	15	1736591902.3228242	1736591915.8726346	13.549810409545898	True	Insert square peg 4.	insert	square peg 4	406	13550	7810	False	True	True
2025-01-11-11-35-53	v4_new	train_split1.txt	no documented issue	16	1736591915.8895464	1736591925.9060152	10.01646876335144	True	Pick round peg 4.	pick	round peg 4	300	10018	5710	False	True	True
2025-01-11-11-35-53	v4_new	train_split1.txt	no documented issue	17	1736591925.9228666	1736591938.6392832	12.716416597366333	False	Insert round peg 4.	insert	round peg 4	381	12716	7185	False	True	True
2025-01-11-11-35-53	v4_new	train_split1.txt	no documented issue	18	1736591938.6575062	1736591943.222725	4.565218687057495	True	Insert round peg 4.	insert	round peg 4	137	4564	2508	False	True	True
2025-01-11-11-35-53	v4_new	train_split1.txt	no documented issue	19	1736591943.2393494	1736591951.9228797	8.683530330657959	True	Pick square peg 3.	pick	square peg 3	261	8684	4824	False	True	True
2025-01-11-11-35-53	v4_new	train_split1.txt	no documented issue	20	1736591951.939437	1736591972.0895023	20.150065422058105	True	Insert square peg 3.	insert	square peg 3	605	20152	11326	False	True	True
2025-01-11-11-35-53	v4_new	train_split1.txt	no documented issue	21	1736591972.1059375	1736591981.139341	9.033403635025024	True	Pick square peg 2.	pick	square peg 2	271	9033	5080	False	True	True
2025-01-11-11-35-53	v4_new	train_split1.txt	no documented issue	22	1736591981.1560533	1736592001.539345	20.383291721343994	True	Insert square peg 2.	insert	square peg 2	611	20383	11586	False	True	True
2025-01-11-11-35-53	v4_new	train_split1.txt	no documented issue	23	1736592001.5559587	1736592009.922639	8.366680145263672	True	Pick square peg 1.	pick	square peg 1	252	8368	4717	False	True	True
2025-01-11-11-35-53	v4_new	train_split1.txt	no documented issue	24	1736592009.939269	1736592022.8560083	12.916739225387573	False	Insert square peg 1.	insert	square peg 1	388	12916	7219	False	True	True
2025-01-11-11-35-53	v4_new	train_split1.txt	no documented issue	25	1736592022.8726158	1736592041.1559155	18.283299684524536	True	Insert square peg 1.	insert	square peg 1	549	18283	10449	False	True	True
2025-01-11-11-35-53	v4_new	train_split1.txt	no documented issue	26	1736592041.173341	1736592043.2058904	2.0325493812561035	True	No action.	no_action		61	2031	1104	False	True	False
2025-01-14-11-06-43	v4_new	train_split1.txt	no documented issue	0	1736849204.2297535	1736849207.096521	2.866767406463623	True	No action.	no_action		86	2866	1704	False	True	False
2025-01-14-11-06-43	v4_new	train_split1.txt	no documented issue	1	1736849207.1131847	1736849214.1965373	7.083352565765381	False	Pick Ethernet.	pick	Ethernet	213	7084	4073	False	True	True
2025-01-14-11-06-43	v4_new	train_split1.txt	no documented issue	2	1736849214.2136557	1736849221.379766	7.166110277175903	True	Pick Ethernet.	pick	Ethernet	215	7168	4163	False	True	True
2025-01-14-11-06-43	v4_new	train_split1.txt	no documented issue	3	1736849221.3966749	1736849237.4631364	16.06646156311035	True	Insert Ethernet.	insert	Ethernet	482	16068	9378	False	True	True
2025-01-14-11-06-43	v4_new	train_split1.txt	no documented issue	4	1736849237.4818275	1736849251.479774	13.997946500778198	True	Remove D-SUB.	remove	D-SUB	420	13999	8117	False	True	True
2025-01-14-11-06-43	v4_new	train_split1.txt	no documented issue	5	1736849251.4965718	1736849256.4631095	4.966537714004517	True	Place D-SUB.	place	D-SUB	149	4968	2893	False	True	True
2025-01-14-11-06-43	v4_new	train_split1.txt	no documented issue	6	1736849256.480002	1736849263.2797751	6.799773216247559	True	Remove USB.	remove	USB	204	6800	3901	False	True	True
2025-01-14-11-06-43	v4_new	train_split1.txt	no documented issue	7	1736849263.2966158	1736849267.0964794	3.799863576889038	True	Place USB.	place	USB	114	3799	2204	False	True	True
2025-01-14-11-06-43	v4_new	train_split1.txt	no documented issue	8	1736849267.113112	1736849285.5466266	18.43351459503174	True	Remove waterproof.	remove	waterproof	553	18435	10931	False	True	True
2025-01-14-11-06-43	v4_new	train_split1.txt	no documented issue	9	1736849285.5630736	1736849290.4797635	4.916689872741699	True	Place waterproof.	place	waterproof	147	4916	2829	False	True	True
2025-01-14-11-06-43	v4_new	train_split1.txt	no documented issue	10	1736849290.4965603	1736849307.0465796	16.55001926422119	False	Remove BNC.	remove	BNC	496	16549	9834	False	True	True
2025-01-14-11-06-43	v4_new	train_split1.txt	no documented issue	11	1736849307.0633645	1736849316.713138	9.649773597717285	True	Remove BNC.	remove	BNC	289	9650	5720	False	True	True
2025-01-14-11-06-43	v4_new	train_split1.txt	no documented issue	12	1736849316.7299728	1736849322.196541	5.466568231582642	True	Place BNC.	place	BNC	164	5467	3177	False	True	True
2025-01-14-11-06-43	v4_new	train_split1.txt	no documented issue	13	1736849322.2132318	1736849330.613064	8.399832248687744	True	Remove square peg 4.	remove	square peg 4	252	8400	4994	False	True	True
2025-01-14-11-06-43	v4_new	train_split1.txt	no documented issue	14	1736849330.6299355	1736849334.8297155	4.199779987335205	True	Place square peg 4.	place	square peg 4	126	4199	2433	False	True	True
2025-01-14-11-06-43	v4_new	train_split1.txt	no documented issue	15	1736849334.84653	1736849343.7131016	8.86657166481018	True	Remove round peg 2.	remove	round peg 2	266	8867	5221	False	True	True
2025-01-14-11-06-43	v4_new	train_split1.txt	no documented issue	16	1736849343.730249	1736849348.4297438	4.6994948387146	True	Place round peg 2.	place	round peg 2	141	4699	2743	False	True	True
2025-01-14-11-06-43	v4_new	train_split1.txt	no documented issue	17	1736849348.4472485	1736849370.3464391	21.899190664291382	True	Remove square peg 1.	remove	square peg 1	657	21900	12709	False	True	True
2025-01-14-11-06-43	v4_new	train_split1.txt	no documented issue	18	1736849370.363112	1736849375.813065	5.449953079223633	True	Place square peg 1.	place	square peg 1	163	5450	3107	False	True	True
2025-01-14-11-06-43	v4_new	train_split1.txt	no documented issue	19	1736849375.8299477	1736849388.6130643	12.783116579055786	False	Remove Ethernet.	remove	Ethernet	383	12783	7349	False	True	True
2025-01-14-11-06-43	v4_new	train_split1.txt	no documented issue	20	1736849388.629774	1736849393.0797665	4.449992418289185	False	Remove Ethernet.	remove	Ethernet	133	4450	2444	False	True	True
2025-01-14-11-06-43	v4_new	train_split1.txt	no documented issue	21	1736849393.0964456	1736849401.163146	8.066700458526611	True	Remove Ethernet.	remove	Ethernet	242	8067	4619	False	True	True
2025-01-14-11-06-43	v4_new	train_split1.txt	no documented issue	22	1736849401.1797574	1736849405.1798406	4.0000832080841064	True	Place Ethernet.	place	Ethernet	120	3999	2271	False	True	True
2025-01-14-11-06-43	v4_new	train_split1.txt	no documented issue	23	1736849405.1965296	1736849416.2631242	11.06659460067749	True	Remove square peg 2.	remove	square peg 2	332	11067	6318	False	True	True
2025-01-14-11-06-43	v4_new	train_split1.txt	no documented issue	24	1736849416.2798522	1736849422.2297912	5.949939012527466	True	Place square peg 2.	place	square peg 2	179	5950	3372	False	True	True
2025-01-14-11-06-43	v4_new	train_split1.txt	no documented issue	25	1736849422.2465706	1736849430.246492	7.9999213218688965	True	Remove round peg 1.	remove	round peg 1	240	8000	4474	False	True	True
2025-01-14-11-06-43	v4_new	train_split1.txt	no documented issue	26	1736849430.2632132	1736849434.713237	4.450023889541626	True	Place round peg 1.	place	round peg 1	133	4450	2470	False	True	True
2025-01-14-11-06-43	v4_new	train_split1.txt	no documented issue	27	1736849434.733841	1736849442.546715	7.81287407875061	True	Remove square peg 3.	remove	square peg 3	234	7814	4417	False	True	True
2025-01-14-11-06-43	v4_new	train_split1.txt	no documented issue	28	1736849442.5631194	1736849446.3465838	3.7834644317626953	True	Place square peg 3.	place	square peg 3	113	3783	2138	False	True	True
2025-01-14-11-06-43	v4_new	train_split1.txt	no documented issue	29	1736849446.3631182	1736849452.2631145	5.899996280670166	False	Remove round peg 3.	remove	round peg 3	177	5901	3387	False	True	True
2025-01-14-11-06-43	v4_new	train_split1.txt	no documented issue	30	1736849452.2805772	1736849459.0130908	6.732513666152954	True	Remove round peg 3.	remove	round peg 3	202	6732	3840	False	True	True
2025-01-14-11-06-43	v4_new	train_split1.txt	no documented issue	31	1736849459.029739	1736849463.4298046	4.400065660476685	True	Place round peg 3.	place	round peg 3	132	4399	2470	False	True	True
2025-01-14-11-06-43	v4_new	train_split1.txt	no documented issue	32	1736849463.4494767	1736849477.629734	14.180257320404053	True	Remove bolt 4.	remove	bolt 4	426	14179	8170	False	True	True
2025-01-14-11-06-43	v4_new	train_split1.txt	no documented issue	33	1736849477.6465788	1736849481.2631092	3.616530418395996	True	Place bolt 4.	place	bolt 4	109	3616	2047	False	True	True
2025-01-14-11-06-43	v4_new	train_split1.txt	no documented issue	34	1736849481.2798128	1736849493.7797458	12.499933004379272	True	Remove large gear.	remove	large gear	375	12500	7214	False	True	True
2025-01-14-11-06-43	v4_new	train_split1.txt	no documented issue	35	1736849493.7964797	1736849499.3465166	5.550036907196045	True	Place large gear.	place	large gear	166	5550	3131	False	True	True
2025-01-14-11-06-43	v4_new	train_split1.txt	no documented issue	36	1736849499.3630478	1736849507.0630682	7.7000203132629395	True	Remove medium gear.	remove	medium gear	231	7700	4359	False	True	True
2025-01-14-11-06-43	v4_new	train_split1.txt	no documented issue	37	1736849507.0798123	1736849512.2297916	5.14997935295105	True	Place medium gear.	place	medium gear	155	5150	2924	False	True	True
2025-01-14-11-06-43	v4_new	train_split1.txt	no documented issue	38	1736849512.2467625	1736849522.0466518	9.799889326095581	True	Remove round peg 4.	remove	round peg 4	294	9800	5582	False	True	True
2025-01-14-11-06-43	v4_new	train_split1.txt	no documented issue	39	1736849522.0631168	1736849527.6798017	5.616684913635254	True	Place round peg 4.	place	round peg 4	168	5618	3192	False	True	True
2025-01-14-11-06-43	v4_new	train_split1.txt	no documented issue	40	1736849527.6965494	1736849529.3630636	1.6665141582489014	True	No action.	no_action		50	1666	921	False	True	False
2025-01-14-11-06-43	v4_new	train_split1.txt	no documented issue	41	1736849527.6965494	1736849529.3630636	1.6665141582489014	True	No action.	no_action		50	1666	921	False	True	False
2025-01-13-11-31-57	v4_new	train_split1.txt	no documented issue	0	1736764317.8071997	1736764320.4571958	2.649996042251587	True	No action.	no_action		80	2650	1545	False	True	False
2025-01-13-11-31-57	v4_new	train_split1.txt	no documented issue	1	1736764320.47393	1736764331.0738742	10.599944353103638	True	Pick D-SUB.	pick	D-SUB	318	10599	6180	False	True	True
2025-01-13-11-31-57	v4_new	train_split1.txt	no documented issue	2	1736764331.0904925	1736764345.290534	14.20004153251648	True	Insert D-SUB.	insert	D-SUB	426	14200	8205	False	True	True
2025-01-13-11-31-57	v4_new	train_split1.txt	no documented issue	3	1736764345.3072567	1736764352.8571825	7.549925804138184	True	Pick bolt 4.	pick	bolt 4	227	7550	4298	False	True	True
2025-01-13-11-31-57	v4_new	train_split1.txt	no documented issue	4	1736764352.8740458	1736764367.4572124	14.583166599273682	False	Insert bolt 4.	insert	bolt 4	438	14584	8264	False	True	True
2025-01-13-11-31-57	v4_new	train_split1.txt	no documented issue	5	1736764367.4738455	1736764389.773885	22.300039529800415	False	Insert bolt 4.	insert	bolt 4	669	22298	12608	False	True	True
2025-01-13-11-31-57	v4_new	train_split1.txt	no documented issue	6	1736764389.7914202	1736764395.8238738	6.032453536987305	True	Pick bolt 4.	pick	bolt 4	180	6031	3339	False	True	True
2025-01-13-11-31-57	v4_new	train_split1.txt	no documented issue	7	1736764395.8406978	1736764416.6238737	20.783175945281982	True	Insert bolt 4.	insert	bolt 4	623	20783	11433	False	True	True
2025-01-13-11-31-57	v4_new	train_split1.txt	no documented issue	8	1736764416.6416748	1736764423.423897	6.782222270965576	True	Pick medium gear.	pick	medium gear	203	6783	3799	False	True	True
2025-01-13-11-31-57	v4_new	train_split1.txt	no documented issue	9	1736764423.4406502	1736764433.207329	9.766678810119629	False	Insert medium gear.	insert	medium gear	293	9765	5506	False	True	True
2025-01-13-11-31-57	v4_new	train_split1.txt	no documented issue	10	1736764433.2238922	1736764446.6405437	13.416651487350464	True	Insert medium gear.	insert	medium gear	403	13417	7630	False	True	True
2025-01-13-11-31-57	v4_new	train_split1.txt	no documented issue	11	1736764446.657129	1736764457.9572775	11.300148487091064	True	Pick large gear.	pick	large gear	339	11300	6424	False	True	True
2025-01-13-11-31-57	v4_new	train_split1.txt	no documented issue	12	1736764457.9739227	1736764482.8405683	24.866645574569702	True	Insert large gear.	insert	large gear	746	24868	14459	False	True	True
2025-01-13-11-31-57	v4_new	train_split1.txt	no documented issue	13	1736764482.8570995	1736764489.9571483	7.100048780441284	False	Pick small gear.	pick	small gear	213	7097	4055	False	True	True
2025-01-13-11-31-57	v4_new	train_split1.txt	no documented issue	14	1736764489.9740114	1736764495.0405092	5.066497802734375	True	Pick small gear.	pick	small gear	152	5066	2871	False	True	True
2025-01-13-11-31-57	v4_new	train_split1.txt	no documented issue	15	1736764495.0571387	1736764521.3405273	26.28338861465454	True	Insert small gear.	insert	small gear	789	26284	15341	False	True	True
2025-01-13-11-31-57	v4_new	train_split1.txt	no documented issue	16	1736764521.3574345	1736764528.690717	7.333282470703125	True	Pick round peg 4.	pick	round peg 4	220	7332	4256	False	True	True
2025-01-13-11-31-57	v4_new	train_split1.txt	no documented issue	17	1736764528.7073307	1736764541.9738674	13.266536712646484	True	Insert round peg 4.	insert	round peg 4	398	13267	7711	False	True	True
2025-01-13-11-31-57	v4_new	train_split1.txt	no documented issue	18	1736764541.9907503	1736764550.657393	8.666642665863037	True	Pick square peg 1.	pick	square peg 1	259	8667	5046	False	True	True
2025-01-13-11-31-57	v4_new	train_split1.txt	no documented issue	19	1736764550.6738403	1736764571.7907438	21.11690354347229	True	Insert square peg 1.	insert	square peg 1	633	21120	12091	False	True	True
2025-01-13-11-31-57	v4_new	train_split1.txt	no documented issue	20	1736764571.8071597	1736764580.007153	8.199993371963501	True	Pick round peg 3.	pick	round peg 3	246	8203	4784	False	True	True
2025-01-13-11-31-57	v4_new	train_split1.txt	no documented issue	21	1736764580.0238657	1736764594.9071505	14.8832848072052	False	Insert round peg 3.	insert	round peg 3	447	14887	8681	False	True	True
2025-01-13-11-31-57	v4_new	train_split1.txt	no documented issue	22	1736764594.92565	1736764603.0571098	8.131459951400757	True	Insert round peg 3.	insert	round peg 3	244	8133	4671	False	True	True
2025-01-13-11-31-57	v4_new	train_split1.txt	no documented issue	23	1736764603.0738275	1736764613.3571472	10.28331971168518	True	Pick square peg 3.	pick	square peg 3	308	10283	5935	False	True	True
2025-01-13-11-31-57	v4_new	train_split1.txt	no documented issue	24	1736764613.3738737	1736764647.4238992	34.05002546310425	True	Insert square peg 3.	insert	square peg 3	1021	34050	19355	False	True	True
2025-01-13-11-31-57	v4_new	train_split1.txt	no documented issue	25	1736764647.4405496	1736764648.9071813	1.4666316509246826	True	No action.	no_action		44	1466	802	False	True	False
2025-01-14-12-05-01	v4_new	train_split1.txt	no documented issue	0	1736852701.8615818	1736852703.7602143	1.898632526397705	True	No action.	no_action		57	1900	1123	False	True	False
2025-01-14-12-05-01	v4_new	train_split1.txt	no documented issue	1	1736852703.7767732	1736852720.2767303	16.49995708465576	True	Remove waterproof.	remove	waterproof	495	16499	9593	False	True	True
2025-01-14-12-05-01	v4_new	train_split1.txt	no documented issue	2	1736852720.2935624	1736852725.2435353	4.949972867965698	True	Place waterproof.	place	waterproof	149	4950	2809	False	True	True
2025-01-14-12-05-01	v4_new	train_split1.txt	no documented issue	3	1736852725.2600927	1736852731.7767334	6.516640663146973	True	Pick square peg 1.	pick	square peg 1	196	6516	3803	False	True	True
2025-01-14-12-05-01	v4_new	train_split1.txt	no documented issue	4	1736852731.7936954	1736852746.1937923	14.400096893310547	True	Insert square peg 1.	insert	square peg 1	432	14401	8415	False	True	True
2025-01-14-12-05-01	v4_new	train_split1.txt	no documented issue	5	1736852746.2103033	1736852754.7935848	8.583281517028809	True	Remove D-SUB.	remove	D-SUB	257	8583	4954	False	True	True
2025-01-14-12-05-01	v4_new	train_split1.txt	no documented issue	6	1736852754.8107474	1736852760.7600567	5.949309349060059	True	Place D-SUB.	place	D-SUB	178	5950	3395	False	True	True
